"BATHRM","HF_BATHRM","HEAT","AC","ROOMS","BEDRM","AYB","EYB","STORIES","SALEDATE","PRICE","GBA","STYLE","GRADE","CNDTN","EXTWALL","ROOF","INTWALL","KITCHENS","FIREPLACES","LANDAREA","ZIPCODE","LATITUDE","LONGITUDE","ASSESSMENT_NBHD","WARD"
1,1,"Hot Water Rad","N",6,1,1923,1947,1,"1994-10-04 00:00:00",129500,1196,"1 Story","Above Average","Good","Wood Siding","Comp Shingle","Hardwood",1,1,5500,20012,38.96970475,-77.02468096,"Brightwood","Ward 4"
1,1,"Warm Cool","Y",6,3,1950,1960,2,"1997-01-02 00:00:00",164660,1338,"2 Story","Above Average","Average","Common Brick","Slate","Carpet",1,1,5938,20012,38.97114519,-77.02819957,"Brightwood","Ward 4"
3,1,"Forced Air","Y",8,4,1950,1977,2,"2014-12-12 00:00:00",666840,1623,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,5456,20012,38.97125176,-77.02818311,"Brightwood","Ward 4"
2,1,"Warm Cool","Y",7,3,1948,1961,2.25,"2007-09-18 00:00:00",518250,1500,"2.5 Story Unfin","Above Average","Average","Brick/Siding","Slate","Hardwood",1,1,7378,20012,38.97154721,-77.02936075,"Brightwood","Ward 4"
3,0,"Hot Water Rad","N",9,5,1924,1967,1.25,"2012-07-16 00:00:00",609320,1657,"1 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",2,1,5531,20012,38.97818617,-77.02832769,"Shepherd Heights","Ward 4"
1,1,"Hot Water Rad","N",6,3,1910,1964,2,"2016-04-18 00:00:00",541090,1630,"2 Story","Above Average","Average","Common Brick","Metal- Sms","Hardwood",1,0,1264,20011,38.94452281,-77.02368228,"Petworth","Ward 4"
1,1,"Hot Water Rad","Y",8,4,1910,1957,2.5,"2017-12-20 00:00:00",1058270,2426,"2.5 Story Fin","Above Average","Good","Aluminum","Slate","Hardwood",1,2,6215,20001,38.91576221,-77.01530833,"Ledroit Park","Ward 1"
3,1,"Forced Air","Y",8,3,2010,2013,2,"2010-10-14 00:00:00",506930,2124,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,0,1200,20011,38.94208664,-77.02485446,"Petworth","Ward 4"
1,0,"Hot Water Rad","N",7,3,1948,1968,2,"2011-12-12 00:00:00",305840,1176,"2 Story","Average","Good","Common Brick","Slate","Hardwood",1,1,2200,20011,38.96562215,-77.02621467,"Brightwood","Ward 4"
2,0,"Hot Water Rad","N",8,4,1909,1957,2.25,"2006-12-28 00:00:00",510790,2142,"2.5 Story Fin","Above Average","Average","Metal Siding","Comp Shingle","Hardwood",1,2,8125,20011,38.96517472,-77.02536964,"Brightwood","Ward 4"
2,2,"Hot Water Rad","Y",9,3,1927,1972,2,"2008-11-21 00:00:00",634320,2371,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,1,5043,20012,38.98456118,-77.02912488,"Shepherd Heights","Ward 4"
2,3,"Hot Water Rad","N",11,3,1937,1967,2.25,"2018-02-21 00:00:00",681630,1954,"2.5 Story Fin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,5292,20012,38.9853958,-77.02943905,"Shepherd Heights","Ward 4"
3,0,"Hot Water Rad","Y",8,3,1938,1963,2,"2012-01-26 00:00:00",545930,1716,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,0,5392,20012,38.98478961,-77.02882281,"Shepherd Heights","Ward 4"
2,1,"Warm Cool","Y",9,4,1925,1963,2.25,"1999-06-02 00:00:00",291890,1848,"2.5 Story Fin","Very Good","Average","Common Brick","Shingle","Hardwood",1,2,6596,20012,38.9850831,-77.02881335,"Shepherd Heights","Ward 4"
2,1,"Forced Air","Y",7,3,1937,1963,2,"2014-12-15 00:00:00",618640,1724,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,2,5179,20012,38.98474053,-77.02837912,"Shepherd Heights","Ward 4"
2,0,"Warm Cool","Y",8,3,1937,1970,2,"2001-04-04 00:00:00",280600,1504,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,2,4930,20012,38.98485665,-77.02838217,"Shepherd Heights","Ward 4"
2,1,"Warm Cool","Y",11,3,1937,1963,2,"1994-09-29 00:00:00",214470,1504,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,2,4604,20012,38.98500304,-77.02836295,"Shepherd Heights","Ward 4"
3,2,"Hot Water Rad","N",12,7,1908,1947,2.5,"2000-02-28 00:00:00",182580,3340,"2.5 Story Fin","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,2,5500,20011,38.93853298,-77.02342757,"Petworth","Ward 4"
1,1,"Hot Water Rad","N",9,3,1900,1943,2,"1998-08-31 00:00:00",117940,1992,"2 Story","Average","Average","Shingle","Comp Shingle","Hardwood",1,1,4080,20011,38.95319428,-77.02655678,"Petworth","Ward 4"
3,1,"Forced Air","Y",10,4,1921,1982,2,"2015-10-08 00:00:00",783970,1564,"2 Story","Average","Very Good","Common Brick","Comp Shingle","Hardwood",1,1,2729,20011,38.94601564,-77.0242449,"Petworth","Ward 4"
1,1,"Hot Water Rad","N",7,4,1921,1954,2,"2018-05-08 00:00:00",575830,1644,"2 Story","Average","Average","Common Brick","Slate","Hardwood",1,1,2729,20011,38.94601152,-77.0241157,"Petworth","Ward 4"
2,0,"Hot Water Rad","N",9,3,1907,1957,2,"2003-08-18 00:00:00",274710,2081,"2 Story","Above Average","Average","Brick/Siding","Metal- Sms","Wood Floor",1,0,3762,20011,38.94318357,-77.02360466,"Petworth","Ward 4"
3,0,"Forced Air","Y",7,4,1907,1967,2,"2006-02-13 00:00:00",532510,1904,"2 Story","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,1,3750,20011,38.94316582,-77.02402627,"Petworth","Ward 4"
3,1,"Forced Air","Y",6,4,1910,1967,2,"2009-10-16 00:00:00",535800,1924,"2 Story","Above Average","Good","Vinyl Siding","Metal- Sms","Hardwood",1,1,4418,20010,38.92941101,-77.02047583,"Columbia Heights","Ward 1"
2,0,"Hot Water Rad","Y",6,3,1908,1964,2,"2006-11-09 00:00:00",515000,2276,"2 Story","Average","Average","Aluminum","Built Up","Hardwood/Carp",1,1,2822,20001,38.91745276,-77.01496507,"Ledroit Park","Ward 1"
3,1,"Forced Air","N",10,4,1916,1978,2,"2015-12-22 00:00:00",725690,1370,"2 Story","Average","Very Good","Vinyl Siding","Comp Shingle","Hardwood",1,1,1680,20011,38.94283146,-77.02301856,"Petworth","Ward 4"
1,0,"Hot Water Rad","Y",7,3,1916,1961,2,"2010-09-13 00:00:00",398380,1507,"2 Story","Average","Good","Stucco","Comp Shingle","Hardwood",1,1,1500,20011,38.94282824,-77.02291843,"Petworth","Ward 4"
3,0,"Forced Air","Y",7,4,1920,1964,1.5,"2011-05-06 00:00:00",468660,1739,"1.5 Story Fin","Average","Good","Wood Siding","Comp Shingle","Hardwood",1,1,3800,20012,38.96933341,-77.023943,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",5,3,1935,1960,1.5,"2016-05-11 00:00:00",502360,1306,"1.5 Story Fin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,4730,20012,38.96971124,-77.02381839,"Brightwood","Ward 4"
1,0,"Hot Water Rad","N",7,3,1927,1957,2,"2014-06-03 00:00:00",500480,1890,"2 Story","Above Average","Average","Stucco","Shake","Hardwood",1,0,4730,20012,38.96971116,-77.02283361,"Brightwood","Ward 4"
1,0,"Hot Water Rad","N",6,3,1931,1957,2.5,"2002-04-16 00:00:00",199090,1133,"2.5 Story Unfin","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,1,3400,20012,38.96932124,-77.02353612,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",8,4,1927,1957,2,"2006-06-06 00:00:00",501680,1793,"2 Story","Above Average","Average","Vinyl Siding","Comp Shingle","Hardwood",1,1,3220,20012,38.97014232,-77.02318859,"Brightwood","Ward 4"
2,0,"Hot Water Rad","Y",7,4,1932,1967,2,"2008-05-07 00:00:00",503060,1464,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,2380,20012,38.97018576,-77.02399014,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",8,3,1932,1967,2.25,"2006-11-30 00:00:00",453040,1355,"2.5 Story Fin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,1845,20012,38.97028205,-77.02400391,"Brightwood","Ward 4"
2,1,"Forced Air","Y",6,3,1966,1982,1,"2012-12-07 00:00:00",467280,1288,"1 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,0,3560,20012,38.97923688,-77.02253879,"Brightwood","Ward 4"
2,1,"Warm Cool","Y",8,4,1908,1954,2.5,"1995-01-31 00:00:00",195870,1952,"2.5 Story Fin","Above Average","Average","Wood Siding","Comp Shingle","Wood Floor",1,1,7980,20012,38.97510205,-77.02093418,"Brightwood","Ward 4"
3,0,"Forced Air","Y",6,6,1958,1977,1,"2016-06-27 00:00:00",775740,1611,"1 Story","Above Average","Good","Common Brick","Built Up","Hardwood",1,1,11532,20012,38.97439086,-77.02278203,"Brightwood","Ward 4"
3,1,"Forced Air","Y",9,5,1894,1969,2.75,"2011-03-30 00:00:00",746510,3040,"2.5 Story Fin","Good Quality","Good","Vinyl Siding","Comp Shingle","Hardwood",3,4,8447,20012,38.97427876,-77.0225056,"Brightwood","Ward 4"
3,1,"Warm Cool","Y",10,4,1914,1957,2.25,"2005-10-24 00:00:00",558060,1850,"2.5 Story Fin","Above Average","Average","Common Brick","Slate","Hardwood/Carp",1,1,7500,20012,38.9738299,-77.02424514,"Brightwood","Ward 4"
1,0,"Hot Water Rad","N",5,2,1932,1957,1.5,"2008-07-22 00:00:00",361300,1370,"1.5 Story Fin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,2508,20012,38.96809833,-77.02188665,"Brightwood","Ward 4"
2,1,"Forced Air","Y",4,3,1932,1964,2,"2008-04-03 00:00:00",366690,1865,"2 Story","Average","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,0,2640,20012,38.96809929,-77.02205166,"Brightwood","Ward 4"
1,0,"Hot Water Rad","Y",6,3,1939,1957,2,"2004-06-02 00:00:00",322730,1040,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,4350,20012,38.96804229,-77.02094884,"Brightwood","Ward 4"
3,2,"Forced Air","Y",10,4,1913,1986,2.5,"2016-11-14 00:00:00",975280,3098,"2.5 Story Fin","Good Quality","Good","Wood Siding","Comp Shingle","Hardwood",1,1,6900,20012,38.97453809,-77.02116494,"Brightwood","Ward 4"
4,1,"Forced Air","Y",11,5,1910,1957,2,"2007-08-07 00:00:00",814230,3586,"2 Story","Good Quality","Good","Wood Siding","Comp Shingle","Hardwood",1,1,17680,20012,38.97445289,-77.02053274,"Brightwood","Ward 4"
2,0,"Warm Cool","Y",8,4,1905,1957,2,"1996-10-08 00:00:00",158220,1944,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,6840,20012,38.97454461,-77.02096379,"Brightwood","Ward 4"
4,1,"Warm Cool","Y",7,5,1914,1969,2,"2009-09-02 00:00:00",852390,2959,"2 Story","Good Quality","Good","Shingle","Comp Shingle","Hardwood",1,1,16501,20012,38.97281312,-77.0210983,"Brightwood","Ward 4"
2,1,"Forced Air","Y",6,3,1964,1979,1,"2017-01-06 00:00:00",590360,1196,"1 Story","Average","Good","Common Brick","Comp Shingle","Hardwood",1,0,7000,20012,38.97211863,-77.02084376,"Brightwood","Ward 4"
3,0,"Warm Cool","Y",11,5,1926,1957,2,"1999-07-06 00:00:00",209550,2132,"1.5 Story Fin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,7000,20011,38.96000039,-77.02269239,"Brightwood","Ward 4"
1,2,"Hot Water Rad","N",8,3,1930,1967,2,"2002-04-25 00:00:00",246380,1716,"2 Story","Above Average","Good","Common Brick","Metal- Sms","Hardwood",1,1,4284,20011,38.96035688,-77.02299526,"Brightwood","Ward 4"
3,1,"Forced Air","Y",8,4,1930,1967,2,"2018-05-21 00:00:00",869870,1898,"2 Story","Above Average","Very Good","Common Brick","Comp Shingle","Hardwood",1,1,5156,20011,38.96035721,-77.02311041,"Brightwood","Ward 4"
3,1,"Forced Air","Y",8,4,1931,1967,2,"2016-03-04 00:00:00",745670,1964,"2 Story","Above Average","Good","Common Brick","Slate","Hardwood",1,1,4000,20011,38.96103084,-77.02268591,"Brightwood","Ward 4"
2,0,"Forced Air","Y",6,3,1960,1971,1,"2012-06-11 00:00:00",391700,1269,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,6280,20012,38.97955184,-77.02422181,"Brightwood","Ward 4"
3,1,"Forced Air","Y",7,4,1960,1976,1,"2012-08-14 00:00:00",441150,1269,"1 Story","Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,5738,20012,38.980217,-77.02421072,"Brightwood","Ward 4"
2,0,"Hot Water Rad","N",6,3,1961,1969,1,"2011-07-12 00:00:00",347200,1694,"1 Story","Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,5998,20012,38.97973263,-77.02379335,"Brightwood","Ward 4"
1,1,"Warm Cool","Y",7,3,1965,1975,1,"2004-10-14 00:00:00",355150,1269,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,6815,20012,38.9797377,-77.02323118,"Brightwood","Ward 4"
2,0,"Forced Air","Y",6,3,1960,1978,1,"2014-12-29 00:00:00",468450,1269,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,6815,20012,38.98022441,-77.02321149,"Brightwood","Ward 4"
2,0,"Forced Air","Y",7,3,1960,1978,1,"2016-04-22 00:00:00",655600,1733,"1 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,0,6815,20012,38.98054772,-77.02322983,"Brightwood","Ward 4"
2,0,"Forced Air","Y",6,3,1960,1978,1,"2005-06-15 00:00:00",474750,1530,"1 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,0,5775,20012,38.98132026,-77.02321554,"Brightwood","Ward 4"
4,0,"Forced Air","Y",10,4,1920,1967,1.5,"2013-08-05 00:00:00",675880,1658,"1.5 Story Fin","Above Average","Good","Wood Siding","Comp Shingle","Hardwood",1,1,4946,20012,38.97015288,-77.02307689,"Brightwood","Ward 4"
3,1,"Forced Air","Y",10,5,1932,1980,2,"2018-02-09 00:00:00",869550,1807,"2 Story","Above Average","Good","Common Brick","Slate","Hardwood",1,1,6843,20012,38.97105902,-77.02398316,"Brightwood","Ward 4"
2,0,"Forced Air","Y",8,3,1932,1957,2,"2012-10-01 00:00:00",470470,1789,"2 Story","Above Average","Average","Common Brick","Slate","Hardwood",1,2,4946,20012,38.97105881,-77.02366709,"Brightwood","Ward 4"
1,0,"Warm Cool","Y",5,2,1933,1957,1,"2001-05-30 00:00:00",183560,980,"1 Story","Above Average","Good","Wood Siding","Comp Shingle","Hardwood",1,0,4946,20012,38.97013417,-77.02292122,"Brightwood","Ward 4"
2,0,"Hot Water Rad","N",9,4,1919,1964,1.5,"2013-07-29 00:00:00",600600,1796,"1.5 Story Fin","Above Average","Good","Vinyl Siding","Comp Shingle","Hardwood",1,1,5693,20012,38.97014559,-77.02350558,"Brightwood","Ward 4"
3,1,"Forced Air","Y",8,5,1919,1967,1.5,"2016-09-15 00:00:00",769400,1810,"1.5 Story Fin","Above Average","Good","Shingle","Comp Shingle","Hardwood",1,1,4946,20012,38.97014444,-77.0238265,"Brightwood","Ward 4"
3,0,"Forced Air","Y",8,6,1932,1967,2,"2015-10-27 00:00:00",721730,1738,"2 Story","Above Average","Good","Common Brick","Slate","Hardwood",1,2,4946,20012,38.97106518,-77.02381919,"Brightwood","Ward 4"
1,1,"Hot Water Rad","Y",7,3,1927,1967,2,"2018-06-01 00:00:00",722930,1367,"2 Story","Above Average","Very Good","Stucco","Comp Shingle","Hardwood",1,1,4093,20012,38.97079254,-77.02267459,"Brightwood","Ward 4"
4,1,"Forced Air","Y",8,4,1930,1967,2,"2015-06-26 00:00:00",831150,2419,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,4946,20012,38.97109678,-77.02299099,"Brightwood","Ward 4"
2,0,"Hot Water Rad","N",5,4,1928,1967,1.5,"2013-09-05 00:00:00",472520,1108,"1.5 Story Fin","Above Average","Good","Vinyl Siding","Comp Shingle","Hardwood",1,1,4945,20012,38.97012015,-77.0236722,"Brightwood","Ward 4"
2,0,"Hot Water Rad","Y",6,3,1934,1984,2.25,"2017-05-26 00:00:00",703340,1384,"2.5 Story Unfin","Above Average","Good","Common Brick","Slate","Hardwood",1,1,3661,20012,38.97077246,-77.02354687,"Brightwood","Ward 4"
3,1,"Hot Water Rad","Y",11,7,1895,1967,2.75,"2010-03-03 00:00:00",818710,3163,"3 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,16367,20012,38.9747649,-77.02362816,"Brightwood","Ward 4"
1,1,"Hot Water Rad","Y",9,3,1902,1957,2.25,"2007-09-24 00:00:00",553230,1702,"2.5 Story Fin","Above Average","Average","Face Brick","Comp Shingle","Hardwood/Carp",1,0,8142,20012,38.97412218,-77.02167062,"Brightwood","Ward 4"
2,0,"Hot Water Rad","N",6,3,1900,1957,2.5,"2007-08-15 00:00:00",601010,1880,"2.5 Story Fin","Above Average","Good","Shingle","Comp Shingle","Wood Floor",1,1,4872,20012,38.97422866,-77.02165196,"Brightwood","Ward 4"
2,1,"Forced Air","Y",6,3,1940,1967,2,"2013-02-14 00:00:00",554500,1680,"2 Story","Above Average","Good","Common Brick","Slate","Hardwood",1,1,3729,20012,38.97538526,-77.02424763,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",6,3,1912,1969,2.25,"1993-06-28 00:00:00",190210,2128,"2.5 Story Fin","Good Quality","Average","Wood Siding","Comp Shingle","Hardwood",1,1,21131,20012,38.97711866,-77.02128365,"Brightwood","Ward 4"
2,1,"Hot Water Rad","N",13,4,1915,1957,2.25,"2003-10-31 00:00:00",383010,2277,"2.5 Story Unfin","Above Average","Average","Shingle","Comp Shingle","Hardwood",1,1,26060,20012,38.97691545,-77.02118261,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",10,5,1915,1957,2,"2000-05-05 00:00:00",228470,2476,"2 Story","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,3,21417,20012,38.97672071,-77.02107141,"Brightwood","Ward 4"
4,0,"Hot Water Rad","N",15,7,1905,1967,2.5,"2016-06-28 00:00:00",846780,2344,"2.5 Story Fin","Above Average","Good","Stucco","Slate","Hardwood",1,1,10149,20012,38.97627011,-77.02110636,"Brightwood","Ward 4"
3,1,"Forced Air","Y",10,4,1938,1967,2,"2016-01-28 00:00:00",680600,1452,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,3661,20012,38.97080317,-77.02312614,"Brightwood","Ward 4"
1,0,"Hot Water Rad","N",6,3,1925,1957,2,"1996-12-13 00:00:00",149270,1772,"2 Story","Above Average","Average","Vinyl Siding","Comp Shingle","Hardwood",1,1,4255,20012,38.97107308,-77.02208431,"Brightwood","Ward 4"
3,0,"Hot Water Rad","N",6,3,1925,1967,2,"2018-06-29 00:00:00",742430,1563,"2 Story","Above Average","Good","Brick Veneer","Comp Shingle","Hardwood",1,1,4945,20012,38.97107401,-77.02195738,"Brightwood","Ward 4"
2,1,"Hot Water Rad","N",8,4,1938,1957,2.25,"1996-02-08 00:00:00",174050,1456,"2.5 Story Unfin","Above Average","Average","Common Brick","Slate","Hardwood",1,2,5000,20012,38.96844967,-77.02179513,"Brightwood","Ward 4"
2,1,"Forced Air","Y",10,3,1937,1967,2.25,"2006-04-21 00:00:00",571710,1602,"2.5 Story Fin","Above Average","Good","Common Brick","Slate","Hardwood/Carp",1,2,5001,20012,38.96845321,-77.02165643,"Brightwood","Ward 4"
2,0,"Hot Water Rad","N",6,3,1927,1957,2,"2003-06-19 00:00:00",275200,1464,"2 Story","Above Average","Average","Stone Veneer","Comp Shingle","Hardwood",1,1,6875,20012,38.96845189,-77.02097931,"Brightwood","Ward 4"
2,0,"Forced Air","Y",5,3,1932,1967,2.25,"2018-05-29 00:00:00",634760,1276,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,0,5000,20012,38.96844014,-77.02067328,"Brightwood","Ward 4"
1,0,"Hot Water Rad","N",7,3,1919,1957,2.25,"1997-11-21 00:00:00",191120,2141,"2.5 Story Fin","Above Average","Average","Stucco","Comp Shingle","Hardwood",1,1,8575,20012,38.97212632,-77.02011882,"Brightwood","Ward 4"
1,0,"Warm Cool","Y",7,3,1922,1947,2,"2018-05-04 00:00:00",575330,1874,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,6472,20012,38.97168294,-77.02111931,"Brightwood","Ward 4"
2,1,"Hot Water Rad","N",6,3,1929,1967,2,"2011-09-15 00:00:00",483290,1500,"2 Story","Above Average","Good","Brick/Stucco","Comp Shingle","Hardwood",1,1,4063,20012,38.9702617,-77.02014784,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",7,2,1923,1947,2.5,"2003-06-20 00:00:00",255900,1300,"2.5 Story Fin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,5281,20012,38.97011892,-77.02013014,"Brightwood","Ward 4"
3,2,"Forced Air","Y",8,4,1920,1967,2.25,"2017-01-27 00:00:00",810210,1728,"2.5 Story Unfin","Above Average","Good","Stucco","Comp Shingle","Hardwood/Carp",1,1,9130,20012,38.9759848,-77.02172093,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",7,4,1929,1957,2.5,"2016-03-23 00:00:00",496660,1504,"2.5 Story Unfin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,3921,20011,38.96111876,-77.02179266,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",6,3,1928,1947,2.5,"2004-06-30 00:00:00",341320,1534,"2.5 Story Unfin","Above Average","Average","Common Brick","Metal- Sms","Hardwood",1,1,3921,20011,38.96111836,-77.02152059,"Brightwood","Ward 4"
2,0,"Hot Water Rad","Y",7,5,1929,1957,2.5,"2015-02-12 00:00:00",573870,2410,"2.5 Story Fin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,4736,20011,38.96111897,-77.02207281,"Brightwood","Ward 4"
3,0,"Warm Cool","Y",7,3,1936,1967,1.5,"2005-07-11 00:00:00",532340,1480,"1.5 Story Fin","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,6900,20012,38.97014233,-77.02072097,"Brightwood","Ward 4"
3,0,"Hot Water Rad","Y",7,3,1932,1967,2,"2011-06-06 00:00:00",524950,1320,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,2,4600,20012,38.97012221,-77.02090249,"Brightwood","Ward 4"
3,0,"Forced Air","Y",8,4,1932,1967,1.25,"2016-08-19 00:00:00",665670,1044,"1.5 Story Unfin","Above Average","Good","Brick Veneer","Comp Shingle","Hardwood",1,1,4600,20012,38.97106118,-77.02068997,"Brightwood","Ward 4"
2,1,"Hot Water Rad","Y",6,3,1929,1967,1.75,"2010-05-11 00:00:00",5e+05,1529,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",2,1,4600,20012,38.97011164,-77.0205481,"Brightwood","Ward 4"
3,0,"Warm Cool","Y",7,5,1961,1977,1,"2010-04-28 00:00:00",400740,1297,"1 Story","Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,6165,20012,38.98105911,-77.02277943,"Brightwood","Ward 4"
2,0,"Warm Cool","Y",6,3,1961,1969,1,"1993-10-07 00:00:00",154080,1282,"1 Story","Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,5912,20012,38.98065969,-77.02273533,"Brightwood","Ward 4"
1,1,"Wall Furnace","N",6,3,1909,1943,2,"2017-02-21 00:00:00",538660,1458,"2 Story","Average","Average","Wood Siding","Metal- Sms","Hardwood",1,1,4936,20011,38.95809236,-77.02264529,"Petworth","Ward 4"
1,1,"Hot Water Rad","N",7,3,1950,1960,2,"2002-03-19 00:00:00",163040,1330,"2 Story","Average","Average","Common Brick","Built Up","Hardwood",1,0,2194,20011,38.96226766,-77.0236711,"Brightwood","Ward 4"
1,0,"Hot Water Rad","N",8,5,1916,1957,1.5,"2004-03-31 00:00:00",345340,1418,"1.5 Story Fin","Above Average","Average","Shingle","Comp Shingle","Hardwood",1,1,7500,20012,38.97600341,-77.02332275,"Brightwood","Ward 4"
1,1,"Hot Water Rad","Y",6,3,1923,1967,2.5,"2011-12-20 00:00:00",477450,2096,"2.5 Story Fin","Above Average","Good","Shingle","Comp Shingle","Hardwood",1,0,7500,20012,38.97601812,-77.0236527,"Brightwood","Ward 4"
2,0,"Hot Water Rad","N",6,3,1935,1957,2.25,"2005-10-12 00:00:00",482810,1404,"2.5 Story Unfin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,4718,20012,38.97054004,-77.02222989,"Brightwood","Ward 4"
1,0,"Warm Cool","Y",6,3,1920,1947,2.5,"2000-06-06 00:00:00",182100,1232,"2.5 Story Fin","Above Average","Average","Stone","Comp Shingle","Hardwood",1,1,4600,20012,38.97012745,-77.0218088,"Brightwood","Ward 4"
1,0,"Hot Water Rad","N",6,3,1927,1947,2,"2004-11-23 00:00:00",402350,1613,"2 Story","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,1,4718,20012,38.97065104,-77.02165549,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",8,4,1926,1954,2,"1996-02-09 00:00:00",195550,1888,"2 Story","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,1,8955,20012,38.97212871,-77.02231567,"Brightwood","Ward 4"
4,0,"Warm Cool","Y",13,6,1936,1967,2,"2016-08-18 00:00:00",947900,2605,"2 Story","Above Average","Good","Common Brick","Slate","Hardwood",1,2,8597,20012,38.97212994,-77.02248877,"Brightwood","Ward 4"
4,1,"Forced Air","Y",8,5,1938,1984,2,"2018-01-24 00:00:00",777080,1961,"2 Story","Above Average","Very Good","Common Brick","Slate","Hardwood",1,1,3496,20012,38.97143615,-77.02376531,"Brightwood","Ward 4"
3,1,"Hot Water Rad","N",8,4,1927,1957,2,"2014-06-19 00:00:00",579340,2018,"2 Story","Above Average","Average","Shingle","Comp Shingle","Hardwood",1,1,4400,20012,38.97186453,-77.02353546,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",7,4,1925,1957,2,"2015-11-09 00:00:00",601590,1868,"2 Story","Above Average","Good","Wood Siding","Typical","Hardwood",1,1,7266,20012,38.97213979,-77.02324855,"Brightwood","Ward 4"
1,1,"Hot Water Rad","N",6,3,1923,1957,1,"1998-11-03 00:00:00",171670,1236,"1.5 Story Fin","Above Average","Average","Shingle","Comp Shingle","Hardwood",1,1,11000,20012,38.97638088,-77.02320932,"Brightwood","Ward 4"
3,0,"Hot Water Rad","Y",7,6,1923,1967,1.75,"2009-08-03 00:00:00",512380,2303,"2 Story","Above Average","Good","Shingle","Comp Shingle","Hardwood",2,1,7500,20012,38.97601565,-77.02383977,"Brightwood","Ward 4"
2,1,"Warm Cool","Y",6,2,1935,1957,2,"2001-09-05 00:00:00",230650,1690,"2 Story","Above Average","Average","Common Brick","Slate","Hardwood/Carp",1,1,3944,20012,38.97599683,-77.02423283,"Brightwood","Ward 4"
2,0,"Hot Water Rad","Y",6,4,1934,1964,1.5,"2012-08-08 00:00:00",468190,1500,"1.5 Story Fin","Average","Good","Common Brick","Comp Shingle","Hardwood",2,1,4531,20012,38.97769047,-77.02419913,"Brightwood","Ward 4"
